campaign_id,bank_name,campaign_name,campaign_category,source_group,source_url,start_date,end_date,current_status,listing_status,fetch_status,comparison_eligible,classification_confidence,classification_reason,first_seen_at,last_seen_at,last_checked_at,finance_type,profit_share_rate_min,profit_share_rate_max,financing_amount_min,financing_amount_max,maturity_min_months,maturity_max_months,installment_count,allocation_fee_amount,allocation_fee_rate,allocation_fee_status,expense_status,expense_details,campaign_advantage,grace_period_months
354,Dünya Katılım,VAKKO’da 4 Taksit Fırsatı!,card_campaign,Dünya Katılım Kendim İçin,https://dunyakatilim.com.tr/kampanyalar/vakko,,2026-08-31,active,active,ok,1,0.97,Başlıktaki açık kampanya sinyaline göre hedefli kategori düzeltmesi.,2026-08-05T08:08:51+00:00,2026-08-10T11:18:16+00:00,2026-08-10T11:18:16+00:00,,,,,,,,,,,,,,,
352,Dünya Katılım,Vaillant’ta 9 Aya Varan Taksit Fırsatı!,card_campaign,Dünya Katılım Kendim İçin,https://dunyakatilim.com.tr/kampanyalar/vaillant,,2026-08-31,active,active,ok,1,0.97,Başlıktaki açık kampanya sinyaline göre hedefli kategori düzeltmesi.,2026-08-05T08:08:51+00:00,2026-08-10T11:18:16+00:00,2026-08-10T11:18:16+00:00,,,,,,,,,,,,,,,
353,Dünya Katılım,Vakkorama’da 4 taksit Fırsatı!,card_campaign,Dünya Katılım Kendim İçin,https://dunyakatilim.com.tr/kampanyalar/vakkorama,,2026-08-31,active,active,ok,1,0.97,Başlıktaki açık kampanya sinyaline göre hedefli kategori düzeltmesi.,2026-08-05T08:08:51+00:00,2026-08-10T11:18:16+00:00,2026-08-10T11:18:16+00:00,,,,,,,,,,,,,,,
355,Dünya Katılım,Vatan’da Peşin Fiyatına 6 Aya Varan Taksit Fırsatı!,card_campaign,Dünya Katılım Kendim İçin,https://dunyakatilim.com.tr/kampanyalar/vatan,,2026-08-31,active,active,ok,1,0.97,Başlıktaki açık kampanya sinyaline göre hedefli kategori düzeltmesi.,2026-08-05T08:08:51+00:00,2026-08-10T11:18:16+00:00,2026-08-10T11:18:16+00:00,,,,,,,,,,,,,,,
356,Dünya Katılım,Vestel’de 9 Aya Varan Taksit Fırsatı!,card_campaign,Dünya Katılım Kendim İçin,https://dunyakatilim.com.tr/kampanyalar/vestel,,2026-08-31,active,active,ok,1,0.97,Başlıktaki açık kampanya sinyaline göre hedefli kategori düzeltmesi.,2026-08-05T08:08:51+00:00,2026-08-10T11:18:16+00:00,2026-08-10T11:18:16+00:00,,,,,,,,,,,,,,,
357,Dünya Katılım,Yataş’ta 8 Taksit Fırsatı!,card_campaign,Dünya Katılım Kendim İçin,https://dunyakatilim.com.tr/kampanyalar/yatas,,2026-08-31,active,active,ok,1,0.97,Başlıktaki açık kampanya sinyaline göre hedefli kategori düzeltmesi.,2026-08-05T08:08:51+00:00,2026-08-10T11:18:16+00:00,2026-08-10T11:18:16+00:00,,,,,,,,,,,,,,,
331,Dünya Katılım,İder Mobilya’da 7 Taksite %15 indirim Fırsatı!,discount_campaign,Dünya Katılım Kendim İçin,https://dunyakatilim.com.tr/kampanyalar/ider,,2026-08-31,active,active,ok,1,0.97,Başlıktaki açık kampanya sinyaline göre hedefli kategori düzeltmesi.,2026-08-05T08:08:51+00:00,2026-08-10T11:18:16+00:00,2026-08-10T11:18:16+00:00,,,,,,,,,,,,,,,
332,Dünya Katılım,İncehesap.Com'da Peşin Fiyatına 3 Taksit Fırsatı!,card_campaign,Dünya Katılım Kendim İçin,https://dunyakatilim.com.tr/kampanyalar/incehesap,,2026-08-31,active,active,ok,1,0.97,Başlıktaki açık kampanya sinyaline göre hedefli kategori düzeltmesi.,2026-08-05T08:08:51+00:00,2026-08-10T11:18:16+00:00,2026-08-10T11:18:16+00:00,,,,,,,,,,,,,,,
333,Dünya Katılım,İpekyol’da 4 Taksit Fırsatı!,card_campaign,Dünya Katılım Kendim İçin,https://dunyakatilim.com.tr/kampanyalar/ipekyol,,2026-08-31,active,active,ok,1,0.97,Başlıktaki açık kampanya sinyaline göre hedefli kategori düzeltmesi.,2026-08-05T08:08:51+00:00,2026-08-10T11:18:16+00:00,2026-08-10T11:18:16+00:00,,,,,,,,,,,,,,,
359,Hayat Finans,"Arkadaşını Davet Et, Avantajlı Hesapla Kazanmaya Başla!",new_customer_campaign,Kampanyalar,https://hayatfinans.com.tr/kampanyalar/arkadasini-getir-avantajli-hesap-ac-nakit-odul-kazan,2026-07-16,2026-08-16,active,unknown,ok,1,0.99,Davet koduyla yeni müşteri kazanımı ve ilk Avantajlı Hesap açılışına bağlı nakit ödül kampanyası.,2026-08-05T13:57:26+00:00,2026-08-10T11:18:31+00:00,2026-08-10T11:18:31+00:00,,,,,,,,,,,,,,,
360,Hayat Finans,Avantajlı Hesap Müşterilerine Özel FX Dar Makas Avantajı!,other_campaign,Kampanyalar,https://hayatfinans.com.tr/kampanyalar/avantajli-hesap-musterilerine-ozel-fx-dar-makas-avantaji,2026-07-17,2026-08-17,active,unknown,ok,1,0.99,Avantajlı Hesap sahiplerine özel döviz işlemi/dar makas kampanyası; mevcut sınıflandırma sözlüğünde yatırım kategorisi bulunmadığı için diğer kampanya olarak tutuldu.,2026-08-05T13:57:26+00:00,2026-08-10T11:18:31+00:00,2026-08-10T11:18:31+00:00,,,,,,,,,,,,,,,
361,Hayat Finans,Bana Bunu Al İş Ortağım ile Troy Mağazalarında Taksit Fırsatları,finance_campaign,Kampanyalar,https://hayatfinans.com.tr/kampanyalar/bana-bunu-al-is-ortagim-ile-troy-magaza-firsatlari,,2026-08-31,active,unknown,ok,1,0.99,Bana Bunu Al finansmanı ile Troy mağazalarında üst limitli ve 3 aya varan alışveriş finansmanı kampanyası.,2026-08-05T13:57:26+00:00,2026-08-10T11:18:31+00:00,2026-08-10T11:18:31+00:00,Diğer Finansman,,,,,3,3,3,,,,,,Hayat Finanslılara özel Troy mağazalarında 3 aya varan taksit fırsatı Bana Bunu Al İş Ortağımda!,
358,Hayat Finans,"Birikimin Büyüsün, Avantajın Bitmesin!",other_campaign,Kampanyalar,https://hayatfinans.com.tr/hesaplar/avantajli-hesap,2026-05-12,2026-10-08,active,unknown,ok,1,0.99,Avantajlı katılma hesabına özel kâr paylaşım oranı kampanyası; mevcut sınıflandırma sözlüğünde yatırım/tasarruf kategorisi bulunmadığı için diğer kampanya olarak tutuldu.,2026-08-05T13:57:26+00:00,2026-08-10T11:18:31+00:00,2026-08-10T11:18:31+00:00,,,,,,,,,,,,,,,
363,Hayat Finans,Biz Kart Arkadaşını Getir & Kazan,new_customer_campaign,Kampanyalar,https://hayatfinans.com.tr/kampanyalar/biz-kart-ile-arkadasini-getir-kazan,2026-06-16,2026-08-31,active,unknown,ok,1,0.99,Davet koduyla yeni müşteri ve Biz Kart başvurusu üzerinden nakit ödül kampanyası.,2026-08-05T13:57:26+00:00,2026-08-10T11:18:31+00:00,2026-08-10T11:18:31+00:00,,,,,,,,,,,,,,,
362,Hayat Finans,Biz Kart Dijital Üyelikler,discount_campaign,Kampanyalar,https://hayatfinans.com.tr/kampanyalar/biz-kart-dijital-uyelikler-kampanyasi,2026-06-16,2026-08-31,active,unknown,ok,1,0.99,Dijital üyelik ödemelerinde yüzde 75 nakit iade kampanyası.,2026-08-05T13:57:26+00:00,2026-08-10T11:18:31+00:00,2026-08-10T11:18:31+00:00,,,,,,,,,,,,,,,
364,Hayat Finans,Biz Kart Yemek Harcamalarında %10 Nakit İade,discount_campaign,Kampanyalar,https://hayatfinans.com.tr/kampanyalar/biz-kart-yemek-harcamasi-nakit-iade-kampanyasi,2026-02-06,2026-08-31,active,unknown,ok,1,0.99,Mevcut veya yeni Biz Kart sahiplerinin yemek harcamalarına nakit iade kampanyası; yalnızca yeni müşterilere özel değildir.,2026-08-05T13:57:26+00:00,2026-08-10T11:18:31+00:00,2026-08-10T11:18:31+00:00,,,,,,,,,,,,,,,
367,Hayat Finans,Gümüş İşlemleri Hayat FX'te,other_campaign,Kampanyalar,https://hayatfinans.com.tr/kampanyalar/hayatfx-ile-gumus-islemleri,2026-06-01,2026-08-31,active,unknown,ok,1,0.99,Gümüş alım-satım işlemlerine dar makas kampanyası; mevcut sınıflandırma sözlüğünde yatırım kategorisi bulunmadığı için diğer kampanya olarak tutuldu.,2026-08-05T13:57:26+00:00,2026-08-10T11:18:31+00:00,2026-08-10T11:18:31+00:00,,,,,,,,,,,,,,,
365,Hayat Finans,Hayat Finans İş Birliği ile GastroClub Ayrıcalıkları Neler Sunuyor?,discount_campaign,Kampanyalar,https://hayatfinans.com.tr/kampanyalar/hayat-finans-ile-gastroclub-ayricaliklari,,,active,unknown,ok,1,0.99,GastroClub iş yerlerinde indirim ve ayrıcalık kampanyası.,2026-08-05T13:57:26+00:00,2026-08-10T11:18:31+00:00,2026-08-10T11:18:31+00:00,,,,,,,,,,,,,,,
368,Hayat Finans,Hayat Finanslılara özel Xiaomi mağazalarında 3 aya varan taksit fırsatı Bana Bunu Al İş Ortağımda!,finance_campaign,Kampanyalar,https://hayatfinans.com.tr/kampanyalar/xiaomi-urunlerinde-finansman-avantaji,,2026-08-31,active,unknown,ok,1,0.99,Bana Bunu Al finansmanı ile Xiaomi mağazalarında üst limitli ve 3 aya varan alışveriş finansmanı kampanyası.,2026-08-05T13:57:26+00:00,2026-08-10T11:18:31+00:00,2026-08-10T11:18:31+00:00,Diğer Finansman,,,,,3,3,3,,,,,,Xiaomi Ürünlerinde Finansman Avantajı Hayat Finanslılara özel Xiaomi mağazalarında 3 aya varan taksit fırsatı Bana Bunu Al İş Ortağımda!,
366,Hayat Finans,Hayat Finans’la İşlem Yaptıkça Kazan,discount_campaign,Kampanyalar,https://hayatfinans.com.tr/kampanyalar/hayatfinansla-islem-yaptikca-kazan,2026-07-02,2026-12-31,active,unknown,ok,1,0.99,Bankacılık işlemleri sonucunda Hayat Pay cüzdanına nakit ödül/iade kazandıran kampanya.,2026-08-05T13:57:26+00:00,2026-08-10T11:18:31+00:00,2026-08-10T11:18:31+00:00,,,,,,,,,,,,,,,
122,Kuveyt Türk,750 TL'ye Varan Altın Puan Dokunuşu!,points_campaign,Kuveyt Türk Bireysel Kart Kampanyaları,https://kuveytturk.com.tr/kampanyalar/kendim-icin/kart-kampanyalari/750-tlye-varan-altin-puan-dokunusu,2026-06-08,2026-07-31,active,unknown,ok,1,0.96,Puan veya Worldpuan avantajı bulundu.,2026-07-31T10:44:13+00:00,2026-07-31T10:44:13+00:00,2026-07-31T10:44:13+00:00,,,,,,,,,,,,,,,
123,Kuveyt Türk,Adore Mobilya'da 4.000 TL İndirim ve Vade Farksız 9 Aya Varan Taksit Fırsatı!,discount_campaign,Kuveyt Türk Bireysel Kart Kampanyaları,https://kuveytturk.com.tr/kampanyalar/kendim-icin/kart-kampanyalari/adore-mobilyada-4000-tl-indirim-vade-farksiz-9-aya-varan-taksit-firsati,2026-07-01,2026-07-31,active,unknown,ok,1,0.97,Başlıkta indirim veya iade avantajı bulundu.,2026-07-31T10:44:13+00:00,2026-07-31T10:44:13+00:00,2026-07-31T10:44:13+00:00,,,,,,,,,,,,,,,
124,Kuveyt Türk,Adore Mobilya’da Vade Farksız 9 Aya Varan Taksit Fırsatı!,card_campaign,Kuveyt Türk Bireysel Kart Kampanyaları,https://kuveytturk.com.tr/kampanyalar/kendim-icin/kart-kampanyalari/adore-mobilyada-vade-farksiz-9-aya-varan-taksit-firsati,2026-05-14,2026-12-31,active,unknown,ok,1,0.97,Başlıkta kart veya taksit avantajı bulundu.,2026-07-31T10:44:13+00:00,2026-07-31T10:44:13+00:00,2026-07-31T10:44:13+00:00,,,,,,,,,,,,,,,
185,Kuveyt Türk,Akademisyenlere Özel Avantaj Paketi,new_customer_campaign,Kuveyt Türk Bireysel Müşteri Ol Kampanyaları,https://kuveytturk.com.tr/kampanyalar/kendim-icin/musteri-ol-kampanyalari/akademisyenlere-ozel-avantaj-paketi,2025-08-11,2026-12-31,active,unknown,ok,1,1.0,MANUEL DOĞRULAMA: Çekilen 'Konut Finansmanı Avantajları' başlığı sayfa içi alt başlıktır. Kaynak URL ve metin akademisyenlere özel müşteri olma avantaj paketini gösteriyor.,2026-07-31T10:44:13+00:00,2026-07-31T10:44:13+00:00,2026-07-31T10:44:13+00:00,,,,,,,,,,,,,,,
87,Kuveyt Türk,Akaryakıt Harcamalarınıza Her Ay Ekstra 2.000 Mil'e Varan Fırsat!,card_campaign,Kuveyt Türk Ticari Kart Kampanyaları,https://kuveytturk.com.tr/kampanyalar/isim-icin/kart-kampanyalari/akaryakit-harcamalariniza-her-ay-ekstra-2000-mile-varan-firsat,2026-06-25,2026-12-31,active,unknown,ok,1,0.93,Kart veya taksit avantajı bulundu.,2026-07-31T10:44:13+00:00,2026-07-31T10:44:13+00:00,2026-07-31T10:44:13+00:00,,,,,,,,,,,,,,,
125,Kuveyt Türk,Akaryakıtta 200 TL'ye Varan Altın Puan Fırsatı!,points_campaign,Kuveyt Türk Bireysel Kart Kampanyaları,https://kuveytturk.com.tr/kampanyalar/kendim-icin/kart-kampanyalari/akaryakitta-200-tlye-varan-altin-puan-firsati,2026-07-01,2026-07-31,active,unknown,ok,1,0.96,Puan veya Worldpuan avantajı bulundu.,2026-07-31T10:44:13+00:00,2026-07-31T10:44:13+00:00,2026-07-31T10:44:13+00:00,,,,,,,,,,,,,,,
126,Kuveyt Türk,Almila Mobilya’da 9 Aya Varan Taksit Fırsatı!,card_campaign,Kuveyt Türk Bireysel Kart Kampanyaları,https://kuveytturk.com.tr/kampanyalar/kendim-icin/kart-kampanyalari/almila-mobilyada-9-aya-varan-taksit-firsati,2026-06-05,2026-12-31,active,unknown,ok,1,0.97,Başlıkta kart veya taksit avantajı bulundu.,2026-07-31T10:44:13+00:00,2026-07-31T10:44:13+00:00,2026-07-31T10:44:13+00:00,,,,,,,,,,,,,,,
127,Kuveyt Türk,Altınyıldız’da Vade Farksız 2 Taksit Fırsatı,card_campaign,Kuveyt Türk Bireysel Kart Kampanyaları,https://kuveytturk.com.tr/kampanyalar/kendim-icin/kart-kampanyalari/altinyildizda-vade-farksiz-2-taksit-firsati,2026-07-28,2026-12-31,active,unknown,ok,1,0.97,Başlıkta kart veya taksit avantajı bulundu.,2026-07-31T10:44:13+00:00,2026-07-31T10:44:13+00:00,2026-07-31T10:44:13+00:00,,,,,,,,,,,,,,,
101,Kuveyt Türk,Araç Finansmanı Onaylanan KOBİ’lere HGS Kampanyası,other_campaign,Kuveyt Türk Ticari KOBİ Kampanyaları,https://kuveytturk.com.tr/kampanyalar/isim-icin/kobi-kampanyalari/arac-finansmani-onaylanan-kobilere-hgs-kampanyasi,2026-07-17,2026-12-31,active,unknown,ok,1,1.0,MANUEL DOĞRULAMA: Kampanya finansman ürünü sunmuyor; araç finansmanı onaylanan KOBİ müşterilerine ücretsiz HGS etiketi hediye ediyor.,2026-07-31T10:44:13+00:00,2026-07-31T10:44:13+00:00,2026-07-31T10:44:13+00:00,,,,,,,,,,,,,,,
128,Kuveyt Türk,Avansas’da Vade Farksız 5 Aya Varan Taksit Fırsatı!,card_campaign,Kuveyt Türk Bireysel Kart Kampanyaları,https://kuveytturk.com.tr/kampanyalar/kendim-icin/kart-kampanyalari/avansasda-vade-farksiz-5-aya-varan-taksit-firsati,2026-07-16,2026-12-31,active,unknown,ok,1,0.97,Başlıkta kart veya taksit avantajı bulundu.,2026-07-31T10:44:13+00:00,2026-07-31T10:44:13+00:00,2026-07-31T10:44:13+00:00,,,,,,,,,,,,,,,
129,Kuveyt Türk,Barçın Spor’da 4 Taksit Fırsatı!,card_campaign,Kuveyt Türk Bireysel Kart Kampanyaları,https://kuveytturk.com.tr/kampanyalar/kendim-icin/kart-kampanyalari/barcin-sporda-4-taksit-firsati,2026-07-21,2026-12-31,active,unknown,ok,1,0.97,Başlıkta kart veya taksit avantajı bulundu.,2026-07-31T10:44:13+00:00,2026-07-31T10:44:13+00:00,2026-07-31T10:44:13+00:00,,,,,,,,,,,,,,,
130,Kuveyt Türk,Bella Maison'da %25 İndirim Fırsatı!,discount_campaign,Kuveyt Türk Bireysel Kart Kampanyaları,https://kuveytturk.com.tr/kampanyalar/kendim-icin/kart-kampanyalari/bella-maisonda-25-indirim-firsati,2026-07-01,2076-07-31,active,unknown,ok,1,0.97,Başlıkta indirim veya iade avantajı bulundu.,2026-07-31T10:44:13+00:00,2026-07-31T10:44:13+00:00,2026-07-31T10:44:13+00:00,,,,,,,,,,,,,,,
131,Kuveyt Türk,Beymen’de Vade Farksız 4 Aya Varan Taksit Fırsatı,card_campaign,Kuveyt Türk Bireysel Kart Kampanyaları,https://kuveytturk.com.tr/kampanyalar/kendim-icin/kart-kampanyalari/beymende-vade-farksiz-4-aya-varan-taksit-firsati,2026-06-19,2026-12-31,active,unknown,ok,1,0.97,Başlıkta kart veya taksit avantajı bulundu.,2026-07-31T10:44:13+00:00,2026-07-31T10:44:13+00:00,2026-07-31T10:44:13+00:00,,,,,,,,,,,,,,,
132,Kuveyt Türk,Brandy’s Mağazalarında Vade Farksız 3 Aya Varan Taksit Fırsatı,card_campaign,Kuveyt Türk Bireysel Kart Kampanyaları,https://kuveytturk.com.tr/kampanyalar/kendim-icin/kart-kampanyalari/brandys-magazalarinda-vade-farksiz-3-aya-varan-taksit-firsati,2026-01-14,2026-12-31,active,unknown,ok,1,0.97,Başlıkta kart veya taksit avantajı bulundu.,2026-07-31T10:44:13+00:00,2026-07-31T10:44:13+00:00,2026-07-31T10:44:13+00:00,,,,,,,,,,,,,,,
133,Kuveyt Türk,Civil'de %25 İndirim Fırsatı!,discount_campaign,Kuveyt Türk Bireysel Kart Kampanyaları,https://kuveytturk.com.tr/kampanyalar/kendim-icin/kart-kampanyalari/civilde-25-indirim-firsati,2026-07-01,2026-07-31,active,unknown,ok,1,0.97,Başlıkta indirim veya iade avantajı bulundu.,2026-07-31T10:44:13+00:00,2026-07-31T10:44:13+00:00,2026-07-31T10:44:13+00:00,,,,,,,,,,,,,,,
134,Kuveyt Türk,Civil’de Vade Farksız 4 Aya Varan Taksit Fırsatı,card_campaign,Kuveyt Türk Bireysel Kart Kampanyaları,https://kuveytturk.com.tr/kampanyalar/kendim-icin/kart-kampanyalari/civilde-vade-farksiz-4-aya-varan-taksit-firsati,2026-06-22,2026-12-31,active,unknown,ok,1,0.97,Başlıkta kart veya taksit avantajı bulundu.,2026-07-31T10:44:13+00:00,2026-07-31T10:44:13+00:00,2026-07-31T10:44:13+00:00,,,,,,,,,,,,,,,
135,Kuveyt Türk,Columbia’da Vade Farksız 6 Aya Varan Taksit Fırsatı,card_campaign,Kuveyt Türk Bireysel Kart Kampanyaları,https://kuveytturk.com.tr/kampanyalar/kendim-icin/kart-kampanyalari/columbiada-vade-farksiz-6-aya-varan-taksit-firsati,2025-08-20,2026-12-31,active,unknown,ok,1,0.97,Başlıkta kart veya taksit avantajı bulundu.,2026-07-31T10:44:13+00:00,2026-07-31T10:44:13+00:00,2026-07-31T10:44:13+00:00,,,,,,,,,,,,,,,
136,Kuveyt Türk,Daikin'de 2.000 TL İndirim ve Vade Farksız 8 Aya Varan Taksit Fırsatı!,discount_campaign,Kuveyt Türk Bireysel Kart Kampanyaları,https://kuveytturk.com.tr/kampanyalar/kendim-icin/kart-kampanyalari/daikinde-2000-tl-indirim-ve-vade-farksiz-8-aya-varan-taksit-firsati,2026-07-01,2026-07-31,active,unknown,ok,1,0.97,Başlıkta indirim veya iade avantajı bulundu.,2026-07-31T10:44:13+00:00,2026-07-31T10:44:13+00:00,2026-07-31T10:44:13+00:00,,,,,,,,,,,,,,,
186,Kuveyt Türk,"Davet Kodunla Gel, Memnuniyet Anketine Katıl, 750 TL Kazan!",discount_campaign,Kuveyt Türk Bireysel Müşteri Ol Kampanyaları,https://kuveytturk.com.tr/kampanyalar/kendim-icin/musteri-ol-kampanyalari/davet-kodunla-gel-memnuniyet-anketine-katil-750-tl-kazan,2026-07-20,2026-12-31,active,unknown,ok,1,0.94,İndirim veya iade avantajı bulundu.,2026-07-31T10:44:13+00:00,2026-07-31T10:44:13+00:00,2026-07-31T10:44:13+00:00,,,,,,,,,,,,,,,
137,Kuveyt Türk,Demirdöküm’de 9 Taksit Fırsatı!,card_campaign,Kuveyt Türk Bireysel Kart Kampanyaları,https://kuveytturk.com.tr/kampanyalar/kendim-icin/kart-kampanyalari/demirdokumde-9-taksit-firsati,2026-05-01,2026-12-31,active,unknown,ok,1,0.97,Başlıkta kart veya taksit avantajı bulundu.,2026-07-31T10:44:13+00:00,2026-07-31T10:44:13+00:00,2026-07-31T10:44:13+00:00,,,,,,,,,,,,,,,
138,Kuveyt Türk,Desa Grup’ta Vade Farksız 2 Taksit Fırsatı,card_campaign,Kuveyt Türk Bireysel Kart Kampanyaları,https://kuveytturk.com.tr/kampanyalar/kendim-icin/kart-kampanyalari/desa-grupta-vade-farksiz-2-taksit-firsati,2025-09-16,2026-12-31,active,unknown,ok,1,0.97,Başlıkta kart veya taksit avantajı bulundu.,2026-07-31T10:44:13+00:00,2026-07-31T10:44:13+00:00,2026-07-31T10:44:13+00:00,,,,,,,,,,,,,,,
139,Kuveyt Türk,Divarese’de Vade Farksız 4 Aya Varan Taksit Fırsatı!,card_campaign,Kuveyt Türk Bireysel Kart Kampanyaları,https://kuveytturk.com.tr/kampanyalar/kendim-icin/kart-kampanyalari/divaresede-vade-farksiz-4-aya-varan-taksit-firsati,2025-11-17,2026-12-31,active,unknown,ok,1,0.97,Başlıkta kart veya taksit avantajı bulundu.,2026-07-31T10:44:13+00:00,2026-07-31T10:44:13+00:00,2026-07-31T10:44:13+00:00,,,,,,,,,,,,,,,
118,Kuveyt Türk,Diyanet Umre Finansmanı ile Vade Farksız 3 Taksit İmkanı!,finance_campaign,Kuveyt Türk Bireysel Finansman Kampanyaları,https://kuveytturk.com.tr/kampanyalar/kendim-icin/finansman-kampanyalari/diyanet-umre-finansmani-ile-vade-farksiz-3-taksit-imkani,2024-08-13,2027-01-01,active,unknown,ok,1,0.97,"Başlıkta veya ana metinde açık finansman, kâr payı, tahsis ücreti ya da finansman tutarı kanıtı bulundu.",2026-07-31T10:44:13+00:00,2026-07-31T10:44:13+00:00,2026-07-31T10:44:13+00:00,Umre Finansmanı,0.0,0.0,,,3,3,3,,,,,,Toplam umre tutarının en fazla %60'ı için vade farksız 3 taksit imkânı.,
140,Kuveyt Türk,Doğtaş Grubu'nda 5 Aya Varan Taksit İmkanı!,card_campaign,Kuveyt Türk Bireysel Kart Kampanyaları,https://kuveytturk.com.tr/kampanyalar/kendim-icin/kart-kampanyalari/dogtas-grubunda-5-aya-varan-taksit-imkani,2025-10-13,2026-12-31,active,unknown,ok,1,0.97,Başlıkta kart veya taksit avantajı bulundu.,2026-07-31T10:44:13+00:00,2026-07-31T10:44:13+00:00,2026-07-31T10:44:13+00:00,,,,,,,,,,,,,,,
88,Kuveyt Türk,E-Ticaret Harcamalarınıza Her Ay Ekstra 2.000 Mil'e Varan Fırsat!,card_campaign,Kuveyt Türk Ticari Kart Kampanyaları,https://kuveytturk.com.tr/kampanyalar/isim-icin/kart-kampanyalari/e-ticaret-harcamalariniza-her-ay-ekstra-2000-mile-varan-firsat,2026-06-25,2026-12-31,active,unknown,ok,1,0.93,Kart veya taksit avantajı bulundu.,2026-07-31T10:44:13+00:00,2026-07-31T10:44:13+00:00,2026-07-31T10:44:13+00:00,,,,,,,,,,,,,,,
89,Kuveyt Türk,E-Ticaret Pazaryeri Satıcılarına Özel Vade Farksız 3 Taksit!,card_campaign,Kuveyt Türk Ticari Kart Kampanyaları,https://kuveytturk.com.tr/kampanyalar/isim-icin/kart-kampanyalari/e-ticaret-pazaryeri-saticilarina-ozel-vade-farksiz-3-taksit,2026-02-26,2026-12-31,active,unknown,ok,1,0.97,Başlıkta kart veya taksit avantajı bulundu.,2026-07-31T10:44:13+00:00,2026-07-31T10:44:13+00:00,2026-07-31T10:44:13+00:00,,,,,,,,,,,,,,,
141,Kuveyt Türk,EasyCep‘te Vade Farksız 9 Aya Varan Taksit Fırsatı!,card_campaign,Kuveyt Türk Bireysel Kart Kampanyaları,https://kuveytturk.com.tr/kampanyalar/kendim-icin/kart-kampanyalari/easycepte-vade-farksiz-9-aya-varan-taksit-firsati,2026-01-01,2026-08-31,active,unknown,ok,1,0.97,Başlıkta kart veya taksit avantajı bulundu.,2026-07-31T10:44:13+00:00,2026-07-31T10:44:13+00:00,2026-07-31T10:44:13+00:00,,,,,,,,,,,,,,,
145,Kuveyt Türk,Elektrikli Araç Şarjınıza Özel 1.000 TL'ye Varan İndirim!,discount_campaign,Kuveyt Türk Bireysel Kart Kampanyaları,https://kuveytturk.com.tr/kampanyalar/kendim-icin/kart-kampanyalari/elektrikli-arac-sarjiniza-ozel-1000-tlye-varan-indiriim,2026-07-01,2026-07-31,active,unknown,ok,1,0.97,Başlıkta indirim veya iade avantajı bulundu.,2026-07-31T10:44:13+00:00,2026-07-31T10:44:13+00:00,2026-07-31T10:44:13+00:00,,,,,,,,,,,,,,,
144,Kuveyt Türk,Elçi Tur’dan Kuveyt Türk Müşterilerine Özel Yaz Fırsatı,discount_campaign,Kuveyt Türk Bireysel Kart Kampanyaları,https://kuveytturk.com.tr/kampanyalar/kendim-icin/kart-kampanyalari/elci-turdan-kuveyt-turk-musterilerine-ozel-yaz-firsati,2026-05-20,2026-09-15,active,unknown,ok,1,0.94,İndirim veya iade avantajı bulundu.,2026-07-31T10:44:13+00:00,2026-07-31T10:44:13+00:00,2026-07-31T10:44:13+00:00,,,,,,,,,,,,,,,
146,Kuveyt Türk,Enplus ile 3 Aya Varan Vade Farksız Taksit İmkanı!,card_campaign,Kuveyt Türk Bireysel Kart Kampanyaları,https://kuveytturk.com.tr/kampanyalar/kendim-icin/kart-kampanyalari/enplus-ile-3-aya-varan-vade-farksiz-taksit-imkani,2026-03-01,2026-12-31,active,unknown,ok,1,0.97,Başlıkta kart veya taksit avantajı bulundu.,2026-07-31T10:44:13+00:00,2026-07-31T10:44:13+00:00,2026-07-31T10:44:13+00:00,,,,,,,,,,,,,,,
107,Kuveyt Türk,"Esnaf, Çiftçi ve Tüzel Şirketlere Özel 16.000 TL Değerinde Finansal Ürün Paketi Hediye!",new_customer_campaign,Kuveyt Türk Ticari Müşteri Ol Kampanyaları,https://kuveytturk.com.tr/kampanyalar/isim-icin/musteri-ol-kampanyalari/esnaf-ciftci-ve-tuzel-sirketlere-ozel-16000-tl-degerinde-finansal-urun-paketi-hediye,2024-02-09,2027-12-31,active,unknown,ok,1,1.0,MANUEL DOĞRULAMA: Kampanya yeni müşteri olma koşuluna bağlı ve belirli tarih aralığında ücretsiz finansal ürün paketi sunuyor.,2026-07-31T10:44:13+00:00,2026-07-31T10:44:13+00:00,2026-07-31T10:44:13+00:00,,,,,,,,,,,,,,,
108,Kuveyt Türk,"Esnaf, Çiftçi ve Tüzel Şirketlerin Faturası Bizden!",new_customer_campaign,Kuveyt Türk Ticari Müşteri Ol Kampanyaları,https://kuveytturk.com.tr/kampanyalar/isim-icin/musteri-ol-kampanyalari/esnaf-ciftci-ve-tuzel-sirketlerin-faturasi-bizden,2025-02-14,2027-12-31,active,unknown,ok,1,1.0,MANUEL DOĞRULAMA: Faydalanma koşulu mobil kanaldan yeni müşteri olmaktır.,2026-07-31T10:44:13+00:00,2026-07-31T10:44:13+00:00,2026-07-31T10:44:13+00:00,,,,,,,,,,,,,,,
