id,campaign_id,audience_type,audience_label,details,extracted_at
5974,101,business_customer,Ticari Müşteriler,,2026-08-10T13:45:46+00:00
6165,102,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
6166,102,business_customer,Ticari Müşteriler,,2026-08-10T13:45:46+00:00
6070,103,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
6071,103,business_customer,Ticari Müşteriler,,2026-08-10T13:45:46+00:00
6076,104,business_customer,Ticari Müşteriler,,2026-08-10T13:45:46+00:00
6079,105,business_customer,Ticari Müşteriler,,2026-08-10T13:45:46+00:00
6131,106,business_customer,Ticari Müşteriler,,2026-08-10T13:45:46+00:00
6012,107,business_customer,Ticari Müşteriler,,2026-08-10T13:45:46+00:00
6013,107,new_customer,Yeni Müşteriler,,2026-08-10T13:45:46+00:00
6014,108,digital_customer,Dijital Müşteriler,,2026-08-10T13:45:46+00:00
6015,108,business_customer,Ticari Müşteriler,,2026-08-10T13:45:46+00:00
6016,108,new_customer,Yeni Müşteriler,,2026-08-10T13:45:46+00:00
6067,109,business_customer,Ticari Müşteriler,,2026-08-10T13:45:46+00:00
6068,109,new_customer,Yeni Müşteriler,,2026-08-10T13:45:46+00:00
6061,110,business_customer,Ticari Müşteriler,,2026-08-10T13:45:46+00:00
6062,110,new_customer,Yeni Müşteriler,,2026-08-10T13:45:46+00:00
6108,111,business_customer,Ticari Müşteriler,,2026-08-10T13:45:46+00:00
6109,111,new_customer,Yeni Müşteriler,,2026-08-10T13:45:46+00:00
6095,112,digital_customer,Dijital Müşteriler,,2026-08-10T13:45:46+00:00
