id,campaign_id,audience_type,audience_label,details,extracted_at
6096,112,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
6097,112,business_customer,Ticari Müşteriler,,2026-08-10T13:45:46+00:00
6098,112,new_customer,Yeni Müşteriler,,2026-08-10T13:45:46+00:00
6099,113,digital_customer,Dijital Müşteriler,,2026-08-10T13:45:46+00:00
6100,113,business_customer,Ticari Müşteriler,,2026-08-10T13:45:46+00:00
6101,113,new_customer,Yeni Müşteriler,,2026-08-10T13:45:46+00:00
6106,114,business_customer,Ticari Müşteriler,,2026-08-10T13:45:46+00:00
6107,114,new_customer,Yeni Müşteriler,,2026-08-10T13:45:46+00:00
6072,115,digital_customer,Dijital Müşteriler,,2026-08-10T13:45:46+00:00
6073,115,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
6074,115,individual_customer,Bireysel Müşteriler,,2026-08-10T13:45:46+00:00
6075,115,business_customer,Ticari Müşteriler,,2026-08-10T13:45:46+00:00
6077,116,digital_customer,Dijital Müşteriler,,2026-08-10T13:45:46+00:00
6078,116,business_customer,Ticari Müşteriler,,2026-08-10T13:45:46+00:00
6080,117,digital_customer,Dijital Müşteriler,,2026-08-10T13:45:46+00:00
6081,117,business_customer,Ticari Müşteriler,,2026-08-10T13:45:46+00:00
6082,117,new_customer,Yeni Müşteriler,,2026-08-10T13:45:46+00:00
6130,119,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
5959,122,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
5960,123,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
5961,123,individual_customer,Bireysel Müşteriler,,2026-08-10T13:45:46+00:00
5962,124,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
5963,124,individual_customer,Bireysel Müşteriler,,2026-08-10T13:45:46+00:00
5969,125,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
5970,126,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
5971,126,individual_customer,Bireysel Müşteriler,,2026-08-10T13:45:46+00:00
5972,127,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
5973,127,individual_customer,Bireysel Müşteriler,,2026-08-10T13:45:46+00:00
5975,128,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
5976,129,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
5977,129,individual_customer,Bireysel Müşteriler,,2026-08-10T13:45:46+00:00
5978,130,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
5979,130,individual_customer,Bireysel Müşteriler,,2026-08-10T13:45:46+00:00
5980,131,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
5981,131,individual_customer,Bireysel Müşteriler,,2026-08-10T13:45:46+00:00
5982,132,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
5983,132,individual_customer,Bireysel Müşteriler,,2026-08-10T13:45:46+00:00
5984,133,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
5985,133,individual_customer,Bireysel Müşteriler,,2026-08-10T13:45:46+00:00
5986,134,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
5987,134,individual_customer,Bireysel Müşteriler,,2026-08-10T13:45:46+00:00
5988,135,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
5989,135,individual_customer,Bireysel Müşteriler,,2026-08-10T13:45:46+00:00
5990,136,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
5991,136,individual_customer,Bireysel Müşteriler,,2026-08-10T13:45:46+00:00
5994,137,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
5995,137,individual_customer,Bireysel Müşteriler,,2026-08-10T13:45:46+00:00
5996,138,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
5997,138,individual_customer,Bireysel Müşteriler,,2026-08-10T13:45:46+00:00
5998,139,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
5999,139,individual_customer,Bireysel Müşteriler,,2026-08-10T13:45:46+00:00
6000,140,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
6001,140,individual_customer,Bireysel Müşteriler,,2026-08-10T13:45:46+00:00
6006,141,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
6007,141,individual_customer,Bireysel Müşteriler,,2026-08-10T13:45:46+00:00
6020,142,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
6021,143,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
6010,144,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
6008,145,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
6009,145,individual_customer,Bireysel Müşteriler,,2026-08-10T13:45:46+00:00
6011,146,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
6022,147,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
6023,147,individual_customer,Bireysel Müşteriler,,2026-08-10T13:45:46+00:00
6026,148,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
6027,149,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
6028,149,individual_customer,Bireysel Müşteriler,,2026-08-10T13:45:46+00:00
6029,150,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
6030,150,individual_customer,Bireysel Müşteriler,,2026-08-10T13:45:46+00:00
6031,151,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
6032,151,individual_customer,Bireysel Müşteriler,,2026-08-10T13:45:46+00:00
6033,152,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
6034,152,individual_customer,Bireysel Müşteriler,,2026-08-10T13:45:46+00:00
6037,153,existing_customer,Mevcut Müşteriler,,2026-08-10T13:45:46+00:00
6038,153,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
6163,154,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
6164,154,individual_customer,Bireysel Müşteriler,,2026-08-10T13:45:46+00:00
6167,155,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
6168,155,individual_customer,Bireysel Müşteriler,,2026-08-10T13:45:46+00:00
6169,156,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
6170,156,individual_customer,Bireysel Müşteriler,,2026-08-10T13:45:46+00:00
6039,157,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
6040,157,individual_customer,Bireysel Müşteriler,,2026-08-10T13:45:46+00:00
6047,158,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
6048,158,individual_customer,Bireysel Müşteriler,,2026-08-10T13:45:46+00:00
6041,159,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
6042,159,individual_customer,Bireysel Müşteriler,,2026-08-10T13:45:46+00:00
6043,160,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
6044,160,individual_customer,Bireysel Müşteriler,,2026-08-10T13:45:46+00:00
6045,161,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
6046,161,individual_customer,Bireysel Müşteriler,,2026-08-10T13:45:46+00:00
6052,162,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
6053,162,individual_customer,Bireysel Müşteriler,,2026-08-10T13:45:46+00:00
6054,163,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
6055,163,individual_customer,Bireysel Müşteriler,,2026-08-10T13:45:46+00:00
6059,164,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
6060,164,individual_customer,Bireysel Müşteriler,,2026-08-10T13:45:46+00:00
6069,165,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
6083,166,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
6084,166,individual_customer,Bireysel Müşteriler,,2026-08-10T13:45:46+00:00
6085,167,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
6086,168,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
6087,168,individual_customer,Bireysel Müşteriler,,2026-08-10T13:45:46+00:00
6090,169,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
6110,170,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
6111,170,individual_customer,Bireysel Müşteriler,,2026-08-10T13:45:46+00:00
6114,171,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
6115,171,individual_customer,Bireysel Müşteriler,,2026-08-10T13:45:46+00:00
6116,172,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
6117,172,individual_customer,Bireysel Müşteriler,,2026-08-10T13:45:46+00:00
6124,173,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
6127,174,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
6128,175,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
6129,175,individual_customer,Bireysel Müşteriler,,2026-08-10T13:45:46+00:00
6132,176,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
6133,176,individual_customer,Bireysel Müşteriler,,2026-08-10T13:45:46+00:00
6136,177,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
6137,177,individual_customer,Bireysel Müşteriler,,2026-08-10T13:45:46+00:00
6138,178,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
6139,178,individual_customer,Bireysel Müşteriler,,2026-08-10T13:45:46+00:00
6140,179,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
6141,179,individual_customer,Bireysel Müşteriler,,2026-08-10T13:45:46+00:00
6142,180,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
6143,180,individual_customer,Bireysel Müşteriler,,2026-08-10T13:45:46+00:00
6154,181,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
6155,182,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
6156,182,individual_customer,Bireysel Müşteriler,,2026-08-10T13:45:46+00:00
6157,183,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
6158,184,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
6159,184,individual_customer,Bireysel Müşteriler,,2026-08-10T13:45:46+00:00
5964,185,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
5965,185,individual_customer,Bireysel Müşteriler,,2026-08-10T13:45:46+00:00
5966,185,new_customer,Yeni Müşteriler,,2026-08-10T13:45:46+00:00
5992,186,individual_customer,Bireysel Müşteriler,,2026-08-10T13:45:46+00:00
5993,186,new_customer,Yeni Müşteriler,,2026-08-10T13:45:46+00:00
6017,187,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
6018,187,individual_customer,Bireysel Müşteriler,,2026-08-10T13:45:46+00:00
6019,187,new_customer,Yeni Müşteriler,,2026-08-10T13:45:46+00:00
6024,188,individual_customer,Bireysel Müşteriler,,2026-08-10T13:45:46+00:00
6025,188,new_customer,Yeni Müşteriler,,2026-08-10T13:45:46+00:00
6035,189,individual_customer,Bireysel Müşteriler,,2026-08-10T13:45:46+00:00
6036,189,new_customer,Yeni Müşteriler,,2026-08-10T13:45:46+00:00
6049,190,digital_customer,Dijital Müşteriler,,2026-08-10T13:45:46+00:00
6050,190,individual_customer,Bireysel Müşteriler,,2026-08-10T13:45:46+00:00
6051,190,new_customer,Yeni Müşteriler,,2026-08-10T13:45:46+00:00
6056,191,digital_customer,Dijital Müşteriler,,2026-08-10T13:45:46+00:00
6057,191,individual_customer,Bireysel Müşteriler,,2026-08-10T13:45:46+00:00
6058,191,new_customer,Yeni Müşteriler,,2026-08-10T13:45:46+00:00
6102,192,digital_customer,Dijital Müşteriler,,2026-08-10T13:45:46+00:00
6103,192,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
6104,192,individual_customer,Bireysel Müşteriler,,2026-08-10T13:45:46+00:00
6105,192,new_customer,Yeni Müşteriler,,2026-08-10T13:45:46+00:00
6144,193,individual_customer,Bireysel Müşteriler,,2026-08-10T13:45:46+00:00
6145,193,new_customer,Yeni Müşteriler,,2026-08-10T13:45:46+00:00
6148,194,digital_customer,Dijital Müşteriler,,2026-08-10T13:45:46+00:00
6149,194,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
6150,194,individual_customer,Bireysel Müşteriler,,2026-08-10T13:45:46+00:00
6151,194,new_customer,Yeni Müşteriler,,2026-08-10T13:45:46+00:00
6152,195,individual_customer,Bireysel Müşteriler,,2026-08-10T13:45:46+00:00
6153,195,new_customer,Yeni Müşteriler,,2026-08-10T13:45:46+00:00
6160,196,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
6161,196,individual_customer,Bireysel Müşteriler,,2026-08-10T13:45:46+00:00
6162,196,new_customer,Yeni Müşteriler,,2026-08-10T13:45:46+00:00
6065,197,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
6066,197,individual_customer,Bireysel Müşteriler,,2026-08-10T13:45:46+00:00
6237,198,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
6249,199,card_holder,Happy Kart Kullanıcıları,,2026-08-10T13:45:46+00:00
6261,200,card_holder,Happy Kart Kullanıcıları,,2026-08-10T13:45:46+00:00
6234,201,card_holder,Happy Kart Kullanıcıları,,2026-08-10T13:45:46+00:00
6250,202,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
6251,203,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
6255,204,card_holder,Happy Kart Kullanıcıları,,2026-08-10T13:45:46+00:00
6253,205,card_holder,Happy Kart Kullanıcıları,,2026-08-10T13:45:46+00:00
6238,206,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
6266,207,card_holder,Happy Kart Kullanıcıları,,2026-08-10T13:45:46+00:00
6230,208,bank_employee,Banka Çalışanları,,2026-08-10T13:45:46+00:00
6229,209,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
6231,210,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
6232,210,retired_customer,Emekliler,,2026-08-10T13:45:46+00:00
6233,211,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
6235,212,new_customer,Yeni Müşteriler,,2026-08-10T13:45:46+00:00
6236,212,individual_customer,Bireysel Müşteriler,,2026-08-10T13:45:46+00:00
6245,213,new_customer,Yeni Müşteriler,,2026-08-10T13:45:46+00:00
6239,214,public_employee,Kamu Çalışanları,,2026-08-10T13:45:46+00:00
6240,215,individual_customer,Bireysel Müşteriler,,2026-08-10T13:45:46+00:00
6241,216,individual_customer,Bireysel Müşteriler,,2026-08-10T13:45:46+00:00
6242,216,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
6243,217,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
6244,217,business_customer,Ticari Müşteriler,,2026-08-10T13:45:46+00:00
6259,218,individual_customer,Bireysel Müşteriler,,2026-08-10T13:45:46+00:00
6260,218,new_customer,Yeni Müşteriler,,2026-08-10T13:45:46+00:00
6246,219,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
6247,219,new_customer,Yeni Müşteriler,,2026-08-10T13:45:46+00:00
6248,219,business_customer,Ticari Müşteriler,,2026-08-10T13:45:46+00:00
6262,220,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
6263,220,new_customer,Yeni Müşteriler,,2026-08-10T13:45:46+00:00
6264,220,individual_customer,Mevcut Bireysel Müşteriler,,2026-08-10T13:45:46+00:00
6265,221,investment_account_customer,Yeni Yatırım Hesabı Açan Müşteriler,,2026-08-10T13:45:46+00:00
6227,222,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
6268,223,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
6283,224,premium_customer,Âlâ Bankacılık Müşterileri,,2026-08-10T13:45:46+00:00
6273,225,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
6285,226,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
6270,227,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
6271,228,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
6272,229,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
6284,230,card_holder,Âlâ Kart Sahipleri,,2026-08-10T13:45:46+00:00
6274,231,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
6281,232,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
6282,233,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
6279,234,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
6275,235,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
6254,236,profession_group,Sağlık Meslek Mensupları,,2026-08-10T13:45:46+00:00
6256,237,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
6257,237,new_customer,Yeni Müşteriler,,2026-08-10T13:45:46+00:00
6258,237,association_member,TÜSHAD Üyeleri,,2026-08-10T13:45:46+00:00
6280,238,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
6267,239,card_holder,Bireysel Âlâ Kart Sahipleri,,2026-08-10T13:45:46+00:00
6228,240,card_holder,Âlâ Kart Sahipleri,,2026-08-10T13:45:46+00:00
6269,241,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
6252,242,profession_group,Pilotlar,,2026-08-10T13:45:46+00:00
6277,243,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
6276,244,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
6226,245,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
6278,246,card_holder,Kart Sahipleri,,2026-08-10T13:45:46+00:00
