campaign_id,minimum_transaction_amount,maximum_transaction_amount,installment_count,installment_cost_rate,installment_cost_text,evidence_text,extracted_at
251,,,12,,,"Alarko Carrier’da 6 Taksit Tüm Kampanyalar 2 Kuyum, Optik ve Saat 3 Market ve Gıda 4 E-Ticaret 2 Elektronik ve Telekomünikasyon 3 Yapı Sektörü ve İklimlendirme 2 Akaryakıt 12 Diğer Kampanyalar 1 Eğitim, Kitap ve Kırtasiye 1 Genel Kampanyalar 6 Turizm ve Seyahat 0 Hobi ve Oyuncak 15 Mobilya ve Dekorasyon 4 Beyaz Eşya ve Ev Aletleri 17 Giyim ve Aksesuar Arşiv Alarko Carrier’da 6 Taksit Kampanya Dönemi 01-04-2025 - 31-08-2026 Sektör: Yapı Sektörü ve İklimlendirme Ziraat Katılım Bankkart kredi kartı",2026-08-10T13:45:46+00:00
252,,,9,,,"Alfemo'da 5 Taksit Tüm Kampanyalar 2 Kuyum, Optik ve Saat 3 Market ve Gıda 4 E-Ticaret 2 Elektronik ve Telekomünikasyon 3 Yapı Sektörü ve İklimlendirme 2 Akaryakıt 12 Diğer Kampanyalar 1 Eğitim, Kitap ve Kırtasiye 1 Genel Kampanyalar 6 Turizm ve Seyahat 0 Hobi ve Oyuncak 15 Mobilya ve Dekorasyon 4 Beyaz Eşya ve Ev Aletleri 17 Giyim ve Aksesuar Arşiv Alfemo'da 5 Taksit Kampanya Dönemi 27-11-2025 - 31-08-2026 Sektör: Mobilya ve Dekorasyon Kampanya Koşulları: Ziraat Katılım Bankkart kredi kartınız ",2026-08-10T13:45:46+00:00
253,,,9,,,"Amazon'da 9'a varan Taksit Tüm Kampanyalar 2 Kuyum, Optik ve Saat 3 Market ve Gıda 4 E-Ticaret 2 Elektronik ve Telekomünikasyon 3 Yapı Sektörü ve İklimlendirme 2 Akaryakıt 12 Diğer Kampanyalar 1 Eğitim, Kitap ve Kırtasiye 1 Genel Kampanyalar 6 Turizm ve Seyahat 0 Hobi ve Oyuncak 15 Mobilya ve Dekorasyon 4 Beyaz Eşya ve Ev Aletleri 17 Giyim ve Aksesuar Arşiv Amazon'da 9'a varan Taksit Kampanya Dönemi 13-11-2025 - 31-08-2026 Sektör: Diğer Ziraat Katılım Bankkart kredi kartı ile amazon.com.tr'den t",2026-08-10T13:45:46+00:00
255,,,12,,,"BAUHAUS’ta 3 Taksit Tüm Kampanyalar 2 Kuyum, Optik ve Saat 3 Market ve Gıda 4 E-Ticaret 2 Elektronik ve Telekomünikasyon 3 Yapı Sektörü ve İklimlendirme 2 Akaryakıt 12 Diğer Kampanyalar 1 Eğitim, Kitap ve Kırtasiye 1 Genel Kampanyalar 6 Turizm ve Seyahat 0 Hobi ve Oyuncak 15 Mobilya ve Dekorasyon 4 Beyaz Eşya ve Ev Aletleri 17 Giyim ve Aksesuar Arşiv BAUHAUS’ta 3 Taksit Kampanya Dönemi 01-04-2025 - 31-08-2026 Sektör: Yapı Sektörü ve İklimlendirme Ziraat Katılım Bankkart kredi kartınız ile BAUHAU",2026-08-10T13:45:46+00:00
256,,,9,,,"Bellona'da 5 Taksit Tüm Kampanyalar 2 Kuyum, Optik ve Saat 3 Market ve Gıda 4 E-Ticaret 2 Elektronik ve Telekomünikasyon 3 Yapı Sektörü ve İklimlendirme 2 Akaryakıt 12 Diğer Kampanyalar 1 Eğitim, Kitap ve Kırtasiye 1 Genel Kampanyalar 6 Turizm ve Seyahat 0 Hobi ve Oyuncak 15 Mobilya ve Dekorasyon 4 Beyaz Eşya ve Ev Aletleri 17 Giyim ve Aksesuar Arşiv Bellona'da 5 Taksit Kampanya Dönemi 01-04-2025 - 31-08-2026 Sektör: Mobilya ve Dekorasyon Ziraat Katılım Bankkart kredi kartınız ile Bellona 'da ya",2026-08-10T13:45:46+00:00
257,,,4,,,"Benetton'da 2 Taksit Tüm Kampanyalar 2 Kuyum, Optik ve Saat 3 Market ve Gıda 4 E-Ticaret 2 Elektronik ve Telekomünikasyon 3 Yapı Sektörü ve İklimlendirme 2 Akaryakıt 12 Diğer Kampanyalar 1 Eğitim, Kitap ve Kırtasiye 1 Genel Kampanyalar 6 Turizm ve Seyahat 0 Hobi ve Oyuncak 15 Mobilya ve Dekorasyon 4 Beyaz Eşya ve Ev Aletleri 17 Giyim ve Aksesuar Arşiv Benetton'da 2 Taksit Kampanya Dönemi 01-04-2025 - 31-08-2026 Sektör: Giyim ve Aksesuar Ziraat Katılım Bankkart kredi kartınız ile Benetton ’da yap",2026-08-10T13:45:46+00:00
258,,,9,,,"Chakra'da 6 Taksit Tüm Kampanyalar 2 Kuyum, Optik ve Saat 3 Market ve Gıda 4 E-Ticaret 2 Elektronik ve Telekomünikasyon 3 Yapı Sektörü ve İklimlendirme 2 Akaryakıt 12 Diğer Kampanyalar 1 Eğitim, Kitap ve Kırtasiye 1 Genel Kampanyalar 6 Turizm ve Seyahat 0 Hobi ve Oyuncak 15 Mobilya ve Dekorasyon 4 Beyaz Eşya ve Ev Aletleri 17 Giyim ve Aksesuar Arşiv Chakra'da 6 Taksit Kampanya Dönemi 02-03-2026 - 31-08-2026 Ziraat Katılım Bankkart kredi kartınız ile Chakra' da yapacağınız alışverişlerinizde peşi",2026-08-10T13:45:46+00:00
259,,,9,,,"Çilek Mobilya'da 9 Taksit Tüm Kampanyalar 2 Kuyum, Optik ve Saat 3 Market ve Gıda 4 E-Ticaret 2 Elektronik ve Telekomünikasyon 3 Yapı Sektörü ve İklimlendirme 2 Akaryakıt 12 Diğer Kampanyalar 1 Eğitim, Kitap ve Kırtasiye 1 Genel Kampanyalar 6 Turizm ve Seyahat 0 Hobi ve Oyuncak 15 Mobilya ve Dekorasyon 4 Beyaz Eşya ve Ev Aletleri 17 Giyim ve Aksesuar Arşiv Çilek Mobilya'da 9 Taksit Kampanya Dönemi 01-04-2025 - 31-08-2026 Sektör: Mobilya ve Dekorasyon Ziraat Katılım Bankkart kredi kartınız ile Çi",2026-08-10T13:45:46+00:00
260,,,3,,,"Dagi’de 2 Taksit Tüm Kampanyalar 2 Kuyum, Optik ve Saat 3 Market ve Gıda 4 E-Ticaret 2 Elektronik ve Telekomünikasyon 3 Yapı Sektörü ve İklimlendirme 2 Akaryakıt 12 Diğer Kampanyalar 1 Eğitim, Kitap ve Kırtasiye 1 Genel Kampanyalar 6 Turizm ve Seyahat 0 Hobi ve Oyuncak 15 Mobilya ve Dekorasyon 4 Beyaz Eşya ve Ev Aletleri 17 Giyim ve Aksesuar Arşiv Dagi’de 2 Taksit Kampanya Dönemi 01-04-2025 - 31-08-2026 Sektör: Giyim ve Aksesuar Ziraat Katılım Bankkart kredi kartınız ile Dagi 'de yapacağınız alı",2026-08-10T13:45:46+00:00
261,,,4,,,"Decathlon'da 4 Taksit Tüm Kampanyalar 2 Kuyum, Optik ve Saat 3 Market ve Gıda 4 E-Ticaret 2 Elektronik ve Telekomünikasyon 3 Yapı Sektörü ve İklimlendirme 2 Akaryakıt 12 Diğer Kampanyalar 1 Eğitim, Kitap ve Kırtasiye 1 Genel Kampanyalar 6 Turizm ve Seyahat 0 Hobi ve Oyuncak 15 Mobilya ve Dekorasyon 4 Beyaz Eşya ve Ev Aletleri 17 Giyim ve Aksesuar Arşiv Decathlon'da 4 Taksit Kampanya Dönemi 01-04-2025 - 31-08-2026 Sektör: Giyim ve Aksesuar Ziraat Katılım Bankkart kredi kartınız ile Decathlon'da y",2026-08-10T13:45:46+00:00
262,,,4,,,"Desa’da 2 Taksit Tüm Kampanyalar 2 Kuyum, Optik ve Saat 3 Market ve Gıda 4 E-Ticaret 2 Elektronik ve Telekomünikasyon 3 Yapı Sektörü ve İklimlendirme 2 Akaryakıt 12 Diğer Kampanyalar 1 Eğitim, Kitap ve Kırtasiye 1 Genel Kampanyalar 6 Turizm ve Seyahat 0 Hobi ve Oyuncak 15 Mobilya ve Dekorasyon 4 Beyaz Eşya ve Ev Aletleri 17 Giyim ve Aksesuar Arşiv Desa’da 2 Taksit Kampanya Dönemi 01-04-2025 - 31-08-2026 Sektör: Giyim ve Aksesuar Ziraat Katılım Bankkart kredi kartınız ile Desa 'da yapacağınız alı",2026-08-10T13:45:46+00:00
263,,,9,,,"Divanev’de 8 Taksit Tüm Kampanyalar 2 Kuyum, Optik ve Saat 3 Market ve Gıda 4 E-Ticaret 2 Elektronik ve Telekomünikasyon 3 Yapı Sektörü ve İklimlendirme 2 Akaryakıt 12 Diğer Kampanyalar 1 Eğitim, Kitap ve Kırtasiye 1 Genel Kampanyalar 6 Turizm ve Seyahat 0 Hobi ve Oyuncak 15 Mobilya ve Dekorasyon 4 Beyaz Eşya ve Ev Aletleri 17 Giyim ve Aksesuar Arşiv Divanev’de 8 Taksit Kampanya Dönemi 03-02-2026 - 31-08-2026 Sektör: Mobilya ve Dekorasyon Ziraat Katılım Bankkart kredi kartınız ile Divanev 'de ya",2026-08-10T13:45:46+00:00
264,,,9,,,"Doğtaş’ta 6 Taksit Tüm Kampanyalar 2 Kuyum, Optik ve Saat 3 Market ve Gıda 4 E-Ticaret 2 Elektronik ve Telekomünikasyon 3 Yapı Sektörü ve İklimlendirme 2 Akaryakıt 12 Diğer Kampanyalar 1 Eğitim, Kitap ve Kırtasiye 1 Genel Kampanyalar 6 Turizm ve Seyahat 0 Hobi ve Oyuncak 15 Mobilya ve Dekorasyon 4 Beyaz Eşya ve Ev Aletleri 17 Giyim ve Aksesuar Arşiv Doğtaş’ta 6 Taksit Kampanya Dönemi 01-04-2025 - 31-08-2026 Sektör: Mobilya ve Dekorasyon Ziraat Katılım Bankkart kredi kartınız ile Doğtaş 'ta yapac",2026-08-10T13:45:46+00:00
265,,,8,,,"E-bebek'te 8 Taksit Tüm Kampanyalar 2 Kuyum, Optik ve Saat 3 Market ve Gıda 4 E-Ticaret 2 Elektronik ve Telekomünikasyon 3 Yapı Sektörü ve İklimlendirme 2 Akaryakıt 12 Diğer Kampanyalar 1 Eğitim, Kitap ve Kırtasiye 1 Genel Kampanyalar 6 Turizm ve Seyahat 0 Hobi ve Oyuncak 15 Mobilya ve Dekorasyon 4 Beyaz Eşya ve Ev Aletleri 17 Giyim ve Aksesuar Arşiv E-bebek'te 8 Taksit Kampanya Dönemi 01-04-2025 - 31-08-2026 Sektör: Giyim ve Aksesuar Ziraat Katılım Bankkart kredi kartınız ile Ebebek 'te yapacağ",2026-08-10T13:45:46+00:00
267,,,12,,,"Kombi’de 12 Taksit Tüm Kampanyalar 2 Kuyum, Optik ve Saat 3 Market ve Gıda 4 E-Ticaret 2 Elektronik ve Telekomünikasyon 3 Yapı Sektörü ve İklimlendirme 2 Akaryakıt 12 Diğer Kampanyalar 1 Eğitim, Kitap ve Kırtasiye 1 Genel Kampanyalar 6 Turizm ve Seyahat 0 Hobi ve Oyuncak 15 Mobilya ve Dekorasyon 4 Beyaz Eşya ve Ev Aletleri 17 Giyim ve Aksesuar Arşiv E.C.A.",2026-08-10T13:45:46+00:00
269,,,9,,,"Enplus’ta 4 Taksit Tüm Kampanyalar 2 Kuyum, Optik ve Saat 3 Market ve Gıda 4 E-Ticaret 2 Elektronik ve Telekomünikasyon 3 Yapı Sektörü ve İklimlendirme 2 Akaryakıt 12 Diğer Kampanyalar 1 Eğitim, Kitap ve Kırtasiye 1 Genel Kampanyalar 6 Turizm ve Seyahat 0 Hobi ve Oyuncak 15 Mobilya ve Dekorasyon 4 Beyaz Eşya ve Ev Aletleri 17 Giyim ve Aksesuar Arşiv Enplus’ta 4 Taksit Kampanya Dönemi 01-04-2025 - 31-08-2026 Sektör: Beyaz Eşya ve Ev Aletleri Ziraat Katılım Bankkart kredi kartınız ile ENPLUS ’ta y",2026-08-10T13:45:46+00:00
271,,,9,,,"Enza Home'da 8 Taksit Tüm Kampanyalar 2 Kuyum, Optik ve Saat 3 Market ve Gıda 4 E-Ticaret 2 Elektronik ve Telekomünikasyon 3 Yapı Sektörü ve İklimlendirme 2 Akaryakıt 12 Diğer Kampanyalar 1 Eğitim, Kitap ve Kırtasiye 1 Genel Kampanyalar 6 Turizm ve Seyahat 0 Hobi ve Oyuncak 15 Mobilya ve Dekorasyon 4 Beyaz Eşya ve Ev Aletleri 17 Giyim ve Aksesuar Arşiv Enza Home'da 8 Taksit Kampanya Dönemi 03-02-2026 - 31-08-2026 Sektör: Mobilya ve Dekorasyon Ziraat Katılım Bankkart kredi kartınız ile Enza Home ",2026-08-10T13:45:46+00:00
272,,,4,,,"Faik Sönmez’de 3 Taksit Tüm Kampanyalar 2 Kuyum, Optik ve Saat 3 Market ve Gıda 4 E-Ticaret 2 Elektronik ve Telekomünikasyon 3 Yapı Sektörü ve İklimlendirme 2 Akaryakıt 12 Diğer Kampanyalar 1 Eğitim, Kitap ve Kırtasiye 1 Genel Kampanyalar 6 Turizm ve Seyahat 0 Hobi ve Oyuncak 15 Mobilya ve Dekorasyon 4 Beyaz Eşya ve Ev Aletleri 17 Giyim ve Aksesuar Arşiv Faik Sönmez’de 3 Taksit Kampanya Dönemi 01-04-2025 - 31-08-2026 Sektör: Giyim ve Aksesuar Ziraat Katılım Bankkart kredi kartınız ile Faik Sönme",2026-08-10T13:45:46+00:00
273,5000.0,9999.0,8,,,Giyim ve Aksesuar E-bebek'te 8 Taksit Son Gün 31.08.2026 Giyim ve Aksesuar E-bebek'te 8 Taksit Son Gün 31.08.2026 Detaylar Giyim ve Aksesuar Faik Sönmez’de 3 Taksit Son Gün 31.08.2026 Giyim ve Aksesuar Faik Sönmez’de 3 Taksit Son Gün 31.08.2026 Detaylar Giyim ve Aksesuar Ramsey’de 4 Taksit Son Gün 31.08.2026 Giyim ve Aksesuar Ramsey’de 4 Taksit Son Gün 31.08.2026 Detaylar Giyim ve Aksesuar Mavi'de 4 Taksit Son Gün 31.08.2026 Giyim ve Aksesuar Mavi'de 4 Taksit Son Gün 31.08.2026 Detaylar,2026-08-10T13:45:46+00:00
274,,,6,,,Turizm ve Seyahat Yolcu360'ta Yurt Dışı Araç Kiralamalarınızda %15 İndirim Son Gün 31.12.2026 Turizm ve Seyahat Yolcu360'ta Yurt Dışı Araç Kiralamalarınızda %15 İndirim Son Gün 31.12.2026 Detaylar Turizm ve Seyahat Yolcu360'ta Yurt İçi Araç Kiralamalarınızda %10 İndirim Son Gün 31.12.2026 Turizm ve Seyahat Yolcu360'ta Yurt İçi Araç Kiralamalarınızda %10 İndirim Son Gün 31.12.2026 Detaylar Turizm ve Seyahat Türk Hava Yolları'nda 6 Taksit Son Gün 31.08.2026 Turizm ve Seyahat Türk Hava Yolları'nda ,2026-08-10T13:45:46+00:00
275,,,6,,,Turizm ve Seyahat Yolcu360'ta Yurt Dışı Araç Kiralamalarınızda %15 İndirim Son Gün 31.12.2026 Turizm ve Seyahat Yolcu360'ta Yurt Dışı Araç Kiralamalarınızda %15 İndirim Son Gün 31.12.2026 Detaylar Turizm ve Seyahat Yolcu360'ta Yurt İçi Araç Kiralamalarınızda %10 İndirim Son Gün 31.12.2026 Turizm ve Seyahat Yolcu360'ta Yurt İçi Araç Kiralamalarınızda %10 İndirim Son Gün 31.12.2026 Detaylar Turizm ve Seyahat Türk Hava Yolları'nda 6 Taksit Son Gün 31.08.2026 Turizm ve Seyahat Türk Hava Yolları'nda ,2026-08-10T13:45:46+00:00
276,,,9,,,"İdaş’ta 9 Taksit Tüm Kampanyalar 2 Kuyum, Optik ve Saat 3 Market ve Gıda 4 E-Ticaret 2 Elektronik ve Telekomünikasyon 3 Yapı Sektörü ve İklimlendirme 2 Akaryakıt 12 Diğer Kampanyalar 1 Eğitim, Kitap ve Kırtasiye 1 Genel Kampanyalar 6 Turizm ve Seyahat 0 Hobi ve Oyuncak 15 Mobilya ve Dekorasyon 4 Beyaz Eşya ve Ev Aletleri 17 Giyim ve Aksesuar Arşiv İdaş’ta 9 Taksit Kampanya Dönemi 01-04-2025 - 31-08-2026 Sektör: Mobilya ve Dekorasyon Ziraat Katılım Bankkart kredi kartınız ile İdaş ’ta yapacağınız",2026-08-10T13:45:46+00:00
277,,,8,,,"IKEA'da 6 Taksit Tüm Kampanyalar 2 Kuyum, Optik ve Saat 3 Market ve Gıda 4 E-Ticaret 2 Elektronik ve Telekomünikasyon 3 Yapı Sektörü ve İklimlendirme 2 Akaryakıt 12 Diğer Kampanyalar 1 Eğitim, Kitap ve Kırtasiye 1 Genel Kampanyalar 6 Turizm ve Seyahat 0 Hobi ve Oyuncak 15 Mobilya ve Dekorasyon 4 Beyaz Eşya ve Ev Aletleri 17 Giyim ve Aksesuar Arşiv IKEA'da 6 Taksit Kampanya Dönemi 01-04-2024 - 31-08-2026 Sektör: Mobilya ve Dekorasyon Kampanya Koşulları Ziraat Katılım Bankkart kredi kartınız ve IK",2026-08-10T13:45:46+00:00
279,,,5,,,Son Gün 31.08.2026 Detaylar Diğer Kampanyalar Sağlık Sektöründe +5 Taksit Son Gün 31.12.2026 Diğer Kampanyalar Sağlık Sektöründe +5 Taksit Son Gün 31.12.2026 Detaylar Diğer Kampanyalar MTV Ödemelerinize 4 Taksit Son Gün 05.08.2026 Diğer Kampanyalar MTV Ödemelerinize 4 Taksit Son Gün 05.08.2026 Detaylar Diğer Kampanyalar Bağımsız Kart'a Özel 5.000 TL'ye varan Bankkart Lira!,2026-08-10T13:45:46+00:00
280,,,9,,,"İstikbal’de 7 Taksit Tüm Kampanyalar 2 Kuyum, Optik ve Saat 3 Market ve Gıda 4 E-Ticaret 2 Elektronik ve Telekomünikasyon 3 Yapı Sektörü ve İklimlendirme 2 Akaryakıt 12 Diğer Kampanyalar 1 Eğitim, Kitap ve Kırtasiye 1 Genel Kampanyalar 6 Turizm ve Seyahat 0 Hobi ve Oyuncak 15 Mobilya ve Dekorasyon 4 Beyaz Eşya ve Ev Aletleri 17 Giyim ve Aksesuar Arşiv İstikbal’de 7 Taksit Kampanya Dönemi 01-04-2025 - 31-08-2026 Sektör: Mobilya ve Dekorasyon Ziraat Katılım Bankkart kredi kartınız ile İstikbal 'de",2026-08-10T13:45:46+00:00
281,,,2,,,Market ve Gıda Tespo’da 2 Taksit Son Gün 31.08.2026 Market ve Gıda Tespo’da 2 Taksit Son Gün 31.08.2026 Detaylar Market ve Gıda Market Alışverişlerinize Toplam 1.500 TL Bankkart Lira!,2026-08-10T13:45:46+00:00
282,,,9,,,"Karaca'da 3 Taksit Tüm Kampanyalar 2 Kuyum, Optik ve Saat 3 Market ve Gıda 4 E-Ticaret 2 Elektronik ve Telekomünikasyon 3 Yapı Sektörü ve İklimlendirme 2 Akaryakıt 12 Diğer Kampanyalar 1 Eğitim, Kitap ve Kırtasiye 1 Genel Kampanyalar 6 Turizm ve Seyahat 0 Hobi ve Oyuncak 15 Mobilya ve Dekorasyon 4 Beyaz Eşya ve Ev Aletleri 17 Giyim ve Aksesuar Arşiv Karaca'da 3 Taksit Kampanya Dönemi 03-11-2025 - 31-08-2026 Sektör: Çok Reyonlu Mağazalar Kampanya Koşulları: Ziraat Katılım Bankkart kredi kartı ile",2026-08-10T13:45:46+00:00
283,,,9,,,"Kelebek’te 6 Taksit Tüm Kampanyalar 2 Kuyum, Optik ve Saat 3 Market ve Gıda 4 E-Ticaret 2 Elektronik ve Telekomünikasyon 3 Yapı Sektörü ve İklimlendirme 2 Akaryakıt 12 Diğer Kampanyalar 1 Eğitim, Kitap ve Kırtasiye 1 Genel Kampanyalar 6 Turizm ve Seyahat 0 Hobi ve Oyuncak 15 Mobilya ve Dekorasyon 4 Beyaz Eşya ve Ev Aletleri 17 Giyim ve Aksesuar Arşiv Kelebek’te 6 Taksit Kampanya Dönemi 01-04-2025 - 31-08-2026 Sektör: Mobilya ve Dekorasyon Ziraat Katılım Bankkart kredi kartınız ile Kelebek ’te ya",2026-08-10T13:45:46+00:00
284,,,4,,,"Kiğılı’da 2 Taksit Tüm Kampanyalar 2 Kuyum, Optik ve Saat 3 Market ve Gıda 4 E-Ticaret 2 Elektronik ve Telekomünikasyon 3 Yapı Sektörü ve İklimlendirme 2 Akaryakıt 12 Diğer Kampanyalar 1 Eğitim, Kitap ve Kırtasiye 1 Genel Kampanyalar 6 Turizm ve Seyahat 0 Hobi ve Oyuncak 15 Mobilya ve Dekorasyon 4 Beyaz Eşya ve Ev Aletleri 17 Giyim ve Aksesuar Arşiv Kiğılı’da 2 Taksit Kampanya Dönemi 01-04-2025 - 31-08-2026 Sektör: Giyim ve Aksesuar Ziraat Katılım Bankkart kredi kartınız ile Kiğılı ’da yapacağın",2026-08-10T13:45:46+00:00
285,,,8,,,"KİP’te 4 Taksit Tüm Kampanyalar 2 Kuyum, Optik ve Saat 3 Market ve Gıda 4 E-Ticaret 2 Elektronik ve Telekomünikasyon 3 Yapı Sektörü ve İklimlendirme 2 Akaryakıt 12 Diğer Kampanyalar 1 Eğitim, Kitap ve Kırtasiye 1 Genel Kampanyalar 6 Turizm ve Seyahat 0 Hobi ve Oyuncak 15 Mobilya ve Dekorasyon 4 Beyaz Eşya ve Ev Aletleri 17 Giyim ve Aksesuar Arşiv KİP’te 4 Taksit Kampanya Dönemi 12-06-2025 - 31-08-2026 Sektör: Giyim ve Aksesuar Ziraat Katılım Bankkart kredi kartınız ile KİP mağazalarından ve kip.",2026-08-10T13:45:46+00:00
286,,,6,,,Diğer Kampanyalar A101'de 6 Taksit Son Gün 31.08.2026 Diğer Kampanyalar A101'de 6 Taksit Son Gün 31.08.2026 Detaylar Diğer Kampanyalar PETLAS'ta Peşin Fiyatına 6 Taksit Son Gün 31.12.2026 Diğer Kampanyalar PETLAS'ta Peşin Fiyatına 6 Taksit Son Gün 31.12.2026 Detaylar Diğer Kampanyalar Bağımsız Kart'a Özel 5.000 TL'ye varan Bankkart Lira!,2026-08-10T13:45:46+00:00
287,,,4,,,"Machka’da 4 Taksit Tüm Kampanyalar 2 Kuyum, Optik ve Saat 3 Market ve Gıda 4 E-Ticaret 2 Elektronik ve Telekomünikasyon 3 Yapı Sektörü ve İklimlendirme 2 Akaryakıt 12 Diğer Kampanyalar 1 Eğitim, Kitap ve Kırtasiye 1 Genel Kampanyalar 6 Turizm ve Seyahat 0 Hobi ve Oyuncak 15 Mobilya ve Dekorasyon 4 Beyaz Eşya ve Ev Aletleri 17 Giyim ve Aksesuar Arşiv Machka’da 4 Taksit Kampanya Dönemi 01-04-2024 - 31-08-2026 Sektör: Giyim ve Aksesuar Ziraat Katılım Bankkart kredi kartınız ile Machka 'da yapacağın",2026-08-10T13:45:46+00:00
288,,,2,,,Son Gün 07.08.2026 Detaylar Market ve Gıda Tespo’da 2 Taksit Son Gün 31.08.2026 Market ve Gıda Tespo’da 2 Taksit Son Gün 31.08.2026 Detaylar,2026-08-10T13:45:46+00:00
289,,,8,,,"Mavi'de 4 Taksit Tüm Kampanyalar 2 Kuyum, Optik ve Saat 3 Market ve Gıda 4 E-Ticaret 2 Elektronik ve Telekomünikasyon 3 Yapı Sektörü ve İklimlendirme 2 Akaryakıt 12 Diğer Kampanyalar 1 Eğitim, Kitap ve Kırtasiye 1 Genel Kampanyalar 6 Turizm ve Seyahat 0 Hobi ve Oyuncak 15 Mobilya ve Dekorasyon 4 Beyaz Eşya ve Ev Aletleri 17 Giyim ve Aksesuar Arşiv Mavi'de 4 Taksit Kampanya Dönemi 21-08-2025 - 31-08-2026 Sektör: Giyim ve Aksesuar Kampanya Koşulları: Ziraat Katılım Bankkart kredi kartınız ile Mavi",2026-08-10T13:45:46+00:00
290,,,4,,,"Michelin’de 4 Taksit Tüm Kampanyalar 2 Kuyum, Optik ve Saat 3 Market ve Gıda 4 E-Ticaret 2 Elektronik ve Telekomünikasyon 3 Yapı Sektörü ve İklimlendirme 2 Akaryakıt 12 Diğer Kampanyalar 1 Eğitim, Kitap ve Kırtasiye 1 Genel Kampanyalar 6 Turizm ve Seyahat 0 Hobi ve Oyuncak 15 Mobilya ve Dekorasyon 4 Beyaz Eşya ve Ev Aletleri 17 Giyim ve Aksesuar Arşiv Michelin’de 4 Taksit Kampanya Dönemi 01-04-2025 - 31-08-2026 Sektör: Araç Satış / Servis ve Yedek Parça Ziraat Katılım Bankkart kredi kartınız ile",2026-08-10T13:45:46+00:00
291,,,9,,,"Miele'de 6 Taksit Tüm Kampanyalar 2 Kuyum, Optik ve Saat 3 Market ve Gıda 4 E-Ticaret 2 Elektronik ve Telekomünikasyon 3 Yapı Sektörü ve İklimlendirme 2 Akaryakıt 12 Diğer Kampanyalar 1 Eğitim, Kitap ve Kırtasiye 1 Genel Kampanyalar 6 Turizm ve Seyahat 0 Hobi ve Oyuncak 15 Mobilya ve Dekorasyon 4 Beyaz Eşya ve Ev Aletleri 17 Giyim ve Aksesuar Arşiv Miele'de 6 Taksit Kampanya Dönemi 26-05-2025 - 31-08-2026 Sektör: Beyaz Eşya Ziraat Katılım Bankkart kredi kartınız ile Miele mağazaları ve shop.miel",2026-08-10T13:45:46+00:00
292,,,9,,,"ModaLife'ta 9 Taksit Tüm Kampanyalar 2 Kuyum, Optik ve Saat 3 Market ve Gıda 4 E-Ticaret 2 Elektronik ve Telekomünikasyon 3 Yapı Sektörü ve İklimlendirme 2 Akaryakıt 12 Diğer Kampanyalar 1 Eğitim, Kitap ve Kırtasiye 1 Genel Kampanyalar 6 Turizm ve Seyahat 0 Hobi ve Oyuncak 15 Mobilya ve Dekorasyon 4 Beyaz Eşya ve Ev Aletleri 17 Giyim ve Aksesuar Arşiv ModaLife'ta 9 Taksit Kampanya Dönemi 16-10-2025 - 31-08-2026 Sektör: Mobilya ve Dekorasyon Kampanya Koşulları: Ziraat Katılım Bankkart kredi kartı",2026-08-10T13:45:46+00:00
293,,,9,,,"Mondihome'da 5 Taksit Tüm Kampanyalar 2 Kuyum, Optik ve Saat 3 Market ve Gıda 4 E-Ticaret 2 Elektronik ve Telekomünikasyon 3 Yapı Sektörü ve İklimlendirme 2 Akaryakıt 12 Diğer Kampanyalar 1 Eğitim, Kitap ve Kırtasiye 1 Genel Kampanyalar 6 Turizm ve Seyahat 0 Hobi ve Oyuncak 15 Mobilya ve Dekorasyon 4 Beyaz Eşya ve Ev Aletleri 17 Giyim ve Aksesuar Arşiv Mondihome'da 5 Taksit Kampanya Dönemi 01-04-2025 - 31-08-2026 Sektör: Mobilya ve Dekorasyon Ziraat Katılım Bankkart kredi kartınız ile Mondihome ",2026-08-10T13:45:46+00:00
294,,,6,,,"MTV Ödemelerinize 4 Taksit MTV Ödemelerinize 4 Taksit Tüm Kampanyalar 2 Kuyum, Optik ve Saat 3 Market ve Gıda 4 E-Ticaret 2 Elektronik ve Telekomünikasyon 3 Yapı Sektörü ve İklimlendirme 2 Akaryakıt 12 Diğer Kampanyalar 1 Eğitim, Kitap ve Kırtasiye 1 Genel Kampanyalar 6 Turizm ve Seyahat 0 Hobi ve Oyuncak 15 Mobilya ve Dekorasyon 4 Beyaz Eşya ve Ev Aletleri 17 Giyim ve Aksesuar Arşiv MTV Ödemelerinize 4 Taksit Kampanya Dönemi 01-07-2026 - 05-08-2026 Ziraat Katılım Bankkart kredi kartınız ile 1 T",2026-08-10T13:45:46+00:00
295,,,8,,,"Okul Ödemelerinizde +8 Taksit Tüm Kampanyalar 2 Kuyum, Optik ve Saat 3 Market ve Gıda 4 E-Ticaret 2 Elektronik ve Telekomünikasyon 3 Yapı Sektörü ve İklimlendirme 2 Akaryakıt 12 Diğer Kampanyalar 1 Eğitim, Kitap ve Kırtasiye 1 Genel Kampanyalar 6 Turizm ve Seyahat 0 Hobi ve Oyuncak 15 Mobilya ve Dekorasyon 4 Beyaz Eşya ve Ev Aletleri 17 Giyim ve Aksesuar Arşiv Okul Ödemelerinizde +8 Taksit Kampanya Dönemi 18-08-2025 - 31-12-2026 Sektör: Eğitim Okul ödemelerinizde Ziraat Katılım Bankkart kredi ka",2026-08-10T13:45:46+00:00
